SampleID,ChromatographyAndPhase,MassSpectrometer,HealthStatus
MSV000085120/ccms_peak/Plate 3/BAX214_2x_BD5_01_23395.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX215_2x_BD6_01_23396.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX216_2x_BD7_01_23397.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX217_2x_BD8_01_23398.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX218_2x_BD9_01_23399.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX219_5x_GD10_01_23449.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX220_2x_BD11_01_23400.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX221_2x_BE1_01_23404.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX222_2x_BE2_01_23405.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX223_2x_BE3_01_23406.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX224_5x_GE4_01_23450.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX225_2x_BE5_01_23407.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX226_2x_BE6_01_23408.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX227_2x_BE7_01_23409.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX228_2x_BE8_01_23410.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX229_2x_BE9_01_23411.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX230_2x_BE10_01_23412.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX231_2x_BE11_01_23413.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX232_2x_BF1_01_23415.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX233_2x_BF2_01_23416.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX234_2x_BF3_01_23417.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX235_5x_GF4_01_23451.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX236_2x_BF5_01_23418.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX237_2x_BF6_01_23419.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX238_5x_GF7_01_23452.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX239_2x_BF8_01_23420.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX240_2x_BF9_01_23421.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX241_2x_BF10_01_23422.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX242_2x_BF11_01_23423.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX243_2x_BG1_01_23425.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX244_2x_BG2_01_23426.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX245_2x_BG3_01_23427.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX246_5x_GG4_01_23453.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX247_5x_GG5_01_23454.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX248_2x_BG6_01_23428.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX249_5x_GG7_01_23455.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX250_2x_BG8_01_23429.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX251_2x_BG9_01_23430.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX252_2x_BG10_01_23431.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX253_2x_BG11_01_23432.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX254_6x_GH1_01_23456.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX255_2x_BH2_01_23434.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX256_2x_BH3_01_23435.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX257_2x_BH4_01_23436.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX258_2x_BH5_01_23437.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX259_2x_BH6_01_23438.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX260_2x_BH7_01_23439.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX261_2x_BH8_01_23440.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX262_2x_BH9_01_23441.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX263_2x_BH10_01_23442.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 3/BAX264_2x_BH11_01_23443.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4 Blanks/blank_A12_BA12_01_23476.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4 Blanks/blank_D12_BD12_01_23518.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4 Blanks/blank_E12_BE12_01_23532.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4 Blanks/blank_F12_BF12_01_23546.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4 Blanks/blank_G12_BG12_01_23562.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4 Blanks/blank_H12_BH12_01_23580.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX265_2x_BA1_01_23463.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX266_2x_BA2_01_23464.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX267_2x_BA3_01_23465.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX268_2x_2.5ulinjection_BA4_01_23467.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX269_6x_BA5_01_23468.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX270_2x_BA6_01_23470.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX271_6x_BA7_01_23471.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX272_2x_BA8_01_23472.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX273_2x_BA9_01_23473.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX274_6x_BA10_01_23474.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX275_6x_BA11_01_23475.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX276_2x_BB1_01_23477.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX277_2x_BB2_01_23478.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX278_2x_BB3_01_23479.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX279_2x_BB4_01_23480.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX280_6x_BB5_01_23483.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX281_2x_BB6_01_23484.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX282_2x_BB7_01_23485.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX283_6x_BB8_01_23486.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX284_6x_BB9_01_23487.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX285_2x_BB10_01_23488.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX286_2x_BB11_01_23489.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX287_6x_BC1_01_23493.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX288_2x_BC2_01_23494.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX289_6x_BC3_01_23495.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX290_2x_BC4_01_23496.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX291_2x_BC5_01_23497.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX292_6x_BC6_01_23498.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX293_2x_BC7_01_23499.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX294_2x_BC8_01_23500.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX295_2x_BC9_01_23501.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX296_2x_BC10_01_23502.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX297_2x_BC11_01_23503.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX298_2x_BD1_01_23507.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX299_6x_BD2_01_23508.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX300_2x_BD3_01_23509.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX301_2x_BD4_01_23510.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX302_2x_BD5_01_23511.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX303_2x_BD6_01_23512.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX304_6x_BD7_01_23513.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX305_2x_BD8_01_23514.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX306_2x_BD9_01_23515.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX307_6x_BD10_01_23516.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX308_2x_BD11_01_23517.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX309_2x_BE1_01_23521.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX310_2x_BE2_01_23522.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX311_2x_BE3_01_23523.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX312_2x_BE4_01_23524.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX313_2x_BE5_01_23525.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX314_2x_BE6_01_23526.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX315_2x_BE7_01_23527.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX316_2x_BE8_01_23528.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX317_2x_BE9_01_23529.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX318_2x_BE10_01_23530.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX319_2x_BE11_01_23531.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX320_6x_BF1_01_23535.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX321_2x_BF2_01_23536.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX322_6x_BF3_01_23537.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX323_2x_BF4_01_23538.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX324_2x_BF5_01_23539.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX325_2x_BF6_01_23540.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX326_2x_BF7_01_23541.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX327_2x_BF8_01_23542.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX328_6x_BF9_01_23543.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX329_2x_BF10_01_23544.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX330_2x_BF11_01_23545.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX331_2x_BG1_01_23549.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX332_2x_BG2_01_23550.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX333_2x_BG3_01_23551.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX334_2x_BG4_01_23552.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX335_6x_BG5_01_23553.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX336_2x_BG6_01_23554.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX337_2x_BG7_01_23555.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX338_6x_BG8_01_23556.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX339_6x_BG9_01_23559.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX340_2x_BG10_01_23560.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX341_2x_BG11_01_23561.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX342_2x_BH1_01_23569.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX343_2x_BH2_01_23570.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX344_2x_BH3_01_23571.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX346_2x_BH4_01_23573.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX347_2x_BH5_01_23574.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX348_2x_BH6_01_23575.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX349_6x_BH7_01_23576.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX350_2x_BH8_01_23577.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX351_2x_BH9_01_23578.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 4/BAX352_2x_BH10_01_23579.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5 Blanks/blank_B12_GB12_01_23607.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5 Blanks/blank_D12_GD12_01_23631.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5 Blanks/blank_F12_GF12_01_23664.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5 Blanks/blank_G12_GG12_01_23680.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX353_6x_GA1_01_23584.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX354_6x_GA2_01_23585.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX355_2x_GA3_01_23586.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX356_6x_GA4_01_23587.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX357_2x_GA5_01_23588.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX358_2x_GA6_01_23589.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX359_2x_GA7_01_23590.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX360_2x_GA8_01_23591.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX361_2x_GA9_01_23592.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX362_2x_GA10_01_23593.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX363_2x_GA11_01_23594.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX364_2x_GB1_01_23596.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX365_6x_GB2_01_23597.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX366_2x_GB3_01_23598.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX367_2x_GB4_01_23599.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX368_2x_GB5_01_23600.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX369_6x_GB6_01_23601.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX370_6x_GB7_01_23602.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX371_2x_GB8_01_23603.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX372_2x_GB9_01_23604.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX373_2x_GB10_01_23605.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX374_6x_GB11_01_23606.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX375_2x_GC1_01_23608.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX376_2x_GC2_01_23609.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX377_6x_GC3_01_23610.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX378_2x_GC4_01_23611.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX379_2x_GC5_01_23612.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX380_6x_GC6_01_23613.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX381_6x_GC7_01_23614.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX382_6x_GC8_01_23615.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX383_6x_GC9_01_23616.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX384_2x_GC10_01_23617.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX385_2x_GC11_01_23618.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX388_2x_GD3_01_23622.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX389_2x_GD4_01_23623.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX390_2x_GD5_01_23624.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX391_2x_GD6_01_23625.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX392_2x_GD7_01_23626.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX393_2x_GD8_01_23627.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX394_2x_GD9_01_23628.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX395_2x_GD10_01_23629.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX396_2x_GD11_01_23630.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX397_6x_GE1_01_23634.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX399_2x_GE3_01_23636.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX400_2x_GE4_01_23637.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX401_2x_GE5_01_23638.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX402_2x_GE6_01_23639.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX403_2x_GE7_01_23640.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX404_2x_GE8_01_23641.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX405_2x_GE9_01_23642.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX406_2x_GE10_01_23643.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX407_2x_GE11_01_23644.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX408_2x_GF1_01_23646.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX409_2x_GF2_01_23647.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX410_2x_GF3_01_23653.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX411_2x_GF4_01_23654.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX412_2x_GF5_01_23655.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX413_2x_GF6_01_23656.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX414_2x_GF7_01_23659.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX415_6x_GF8_01_23660.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX416_2x_GF9_01_23661.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX417_2x_GF10_01_23662.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX418_2x_GF11_01_23663.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX419_2x_GG1_01_23667.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX420_2x_GG2_01_23668.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX421_2x_GG3_01_23669.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX422_2x_GG4_01_23670.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX423_2x_GG5_01_23671.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX424_2x_GG6_01_23672.mzML,reverse phase (polar-C18),Other Instruments,unknown
